,0
1806,"In this two-part series, young voices from Kenya share their struggle and hopes, as the devastating drought pervading the Horn of Africa was followed by unusually heavy rains, in a world that is warmer now than any time in recorded history. 
"
1807,"Photo by Karina Oliveira/Mural Agency
"
1808,"This post was originally published in Agência Mural blog, with research and writing by Aline Kátia Melo, Eduardo Micheletto, Humberto do Lago Müller, Jéssica Souza, João Paulo Brito, Karina Oliveira, Lucas Landin, Lucas Veloso, Martina Ceci, Priscila Gomes, Priscila Pacheco, Sidney Pereira, Tamires Tavares, Tamiris Gomes and Thaís Santana; and editing and organization from Tamires Gomes. It is republished on Global Voices as part of a content-sharing agreement. 
"
1809,"There's a train stopped near the level crossing, so the crossing gate has descended.
"
1810,"Hundreds of thousands of people Miyagi and its neighbors Fukushima and Iwate were forced to evacuate as the tsunami wiped entire coastal cities off the map. 
"
1811,"According to food critic Bisma Tirmizi, Sindhi Biryani is a Mughlai twist on the pulao, with a more fierce and exotic taste. 
"
1812,"And this image, taken just few 30 years ago in Bhaktapur of the Kathmandu Valley, shows a man carrying his child in kharpan, usually used for carrying vegetables and other items: 
"
1813,"This is the first part of our series: ""Biryani Stories"" - a look at the common culinary culture in South Asian Countries. 
"
1814,"To me, Luis Carlos is a brilliant person, well versed in information and networks in this chaotic Venezuela of ours. 
"
1815,"Not only the aviation industry but also road transportation was in its infancy. 
"
1816,"Climate change indicates that water accessibility is not going to improve, so Pump-N-Spray was set to be a winner. 
"
1817,"Part one is written by Kay Seven, a performing artist from the Kajiado County, not far from the Tanzanian border. 
"
1818,"One of his most famous quotes comes from a defiant speech he made in court during his Rivonia treason trial in 1964, in which he said: 
"
1819,"While the Kusunda language is still effectively facing extinction, the representation of Kusundas in local government and efforts like the compiling of the Kusunda dictionary will help to preserve the Kusunda culture and tradition as well as the language itself. 
"
1820,"Oriental Common Evening Brown. Photo by Susheel Shrestha. Used with permission. 
"
1821,"I don't know much about how it was named (species epithet). It was first published as Holboellia latifolia by Wallich in his Book 'Tentamen Florae Napalensis Illustratae' volume 1, section 24, page 16, 1824, and later, Wallich transferred it to Stauntonia latifolia in his catalogue (the name of the book is A Numerical List of Dried Specimens of Plants in the East India Company's Museum: Collected Under the Superintendence of Dr. Wallich of the Company's Botanical Garden at Calcutta)...Stauntonia latifolia is accepted name and Holboellia latifolia is basionym (synonym) and both are same species according to Wallich. 
"
1822,"There's beauty in all shades #unfairandlovely⚡️https://t.co/UYCSI8p40U — Count VanDerMattson (@VanDerMattson) February 28, 2016 There have been other movements in the past against colorism.
"
1823,"On 25 December, Angola’s first satellite went into orbit, and the launch was celebrated with a large screen broadcasting it live at Marginal de Luanda, one of the city's main avenues, accompanied by fireworks. 
"
1824,"To tackle water scarcity, some local charities, such as the Brighter Future Myanmar Foundation, have started to distribute drinking water to villages.
"
1825,"Toxic Smog in New Delhi Leaves Residents Coughing and Demanding Action
"
1826,"My second Handbook contained a little portrait photo ...
"
1827,"The last residents of a dying Armenian village &middot; Global Voices 
"
1828,"At Global Voices, some 1,200 of us live and work in over 170 countries around the world. 
"
1829,"""Cabinet did nothing until July  
"
1830,"At the 200th anniversary party, no state minister attended. The budget has plunged from R $ 531,000 in 2013 to R $ 54,000 in 2018. This year, the government's total investment in the National Museum equals a quarter of what each Congressmen's budget to hire advisors. 
"
1831,"Until a few decades ago, weddings used to be arranged inside the premises of the home or the neighborhood and was served by family and friends. Nowadays, the venue has shifted to community centers and other halls where professional catering services and chefs deal with the food. Novelist and journalist Iraj Ahmed reminisces about his childhood: 
"
1832,"Zanthoxylum oil is consumed in several European countries. The use of timur as a cooking ingredient is also getting more attention in countries like the United States.
"
1833,"Some messages are satirical, like this one aimed at those who cannot stop talking about Nepal being the birthplace of Buddha:
"
1834,"- he's not at the radio station 
"
1835,"Donations to our organisation help this worldwide community report stories that forge deep connections across cultures, languages and differences of opinion—work that's urgent as we seek to understand how to live harmoniously in a difficult global environment. 
"
1836,"Nothing but shitty thinking and shit from his mouth. Reaction to Trump's language was strong around the world and in the United States. 
"
1837,"Now, some festivals and cultural photos from that time:
"
1838,"Nothing else seems to matter except that very “basic need” we call water.
"
1839,"Some others compared realities from different eras:
"
1840,"It's unfortunate! Did people lose the right to criticize government schemes like this? 
"
1841,"August 15, End Of The War Day 
"
1842,"Shabnam who works on health, education, sanitation, and gender says that she would like to continue using her camera as a tool to amplify the voices of marginalised members of her community. 
"
1843,"In Peshawar, a group of people from the NGO Serve Mankind wrote:
"
1844,"And by translating Wapishana stories into English, we have paved the way for the possibility of the production of bilingual (diglot) booklets ... 
"
1845,"The project involves collaboration between Ainu speakers, the Endangered Languages Documentation Programme (ELDP) of School of Oriental and African Studies (SOAS), the Arcadia Trust, and Anna Bugaeva, a linguistics researcher at the Waseda Institute for Advanced Study (WIAS) in Japan.
"
1846,"There is also an interface for linguists, and detailed notes about how to use the online resource.
"
1847,"The unthinkable has happened to one of the Caribbean's most popular destinations &#8212; and it has struck at the height of tourist season. 2018 began with a sewage leak &#8212; which the Barbados Water Authority (BWA) called a ""crisis"" seeping across parts of the island's popular south coast. 
"
1848,"""So on that end, I was pretty confident.""
"
1849,"And others engage in people-watching. 
"
1850,"According to Egypt Air:
"
1851,"Photo of Bagan by Si Thu Aung. Source: Facebook album of Si Mon, used with permission. 
"
1852,"The first video in the series begins near Wakkanai, Japan's northernmost settlement. The trip continues by bus along the remote Sea of Okhotsk coastline, passing through some of the most spectacular scenery in Japan. Not all of the 11-plus-hour trip is documented in the video, but it's still a great way to explore Japan. 
"
1853,"Though not present in the north-eastern part, generally affected by most of the drought and floods, the Caesaree County suffered more rainfall than average due to the El Nino incident this year.
"
1854,"On duty: 
"
1855,"The telecommunications and electricity services were down and connecting roads had been washed away. 
"
1856,"The Ainu language expressions in this audio material are based on the Ainugo kaiwa jiten, and do not completely match Setsu Kurokawa's idiolect.
"
1857,"Follow Aoyagi Bisen on Twitter and Instagram to see more artwork and kanji demonstrations. Her website also features some more of her calligraphy, some of which is for sale. 
"
1858,"If we don’t start documenting languages digitally—especially the endangered ones—we may lose the colourful diversity of human civilisation. Languages are a gateway to new worlds. 
"
1859,"Putka. 
"
1860,"Though the challenge is still big, the Kajiado community is determined to embrace renewable energy and resist the development of fossil fuels while strengthening its disaster preparedness. In the words of a song of mine: 
"
1861,"Mass Community Health Teaching in Accham, Nepal - Sunita showing how to make a cloth pad. Image from Flickr by Possible. 
"
1862,"It has forced people to shelter under any roof themselves.
"
1863,"Rana Tharu's different villages are time and again robbed. When Shuklaphanta hunting reserve was established, Rana Tharu were displaced, and many lost their land due to resettlement.
"
1864,"As per the Video Volunteers report:
"
1865,"The southern region of Bangladesh—especially districts of Barisal, Pirojpur, and Jhalokathi—are the main Guava-producing areas. 
"
1866,"In a post titled, A Shitty South Coast, the popular Barbados Underground blog lamented the current situation:
"
1867,"While the Kyushu city of Nagasaki may be best known outside of Japan for being the site of the second atomic attack that ended World War II, this port city has a long and rich history thanks to its historical connections to Europe and China. 
"
1868,"  A video from the fight is below: 
"
1869,"RL: It's hard to say. I feel that my work was the most important at the Moon's Galileo mission of the Jupiter planet created due to volcano and today. But my most important work, I have not done so yet.That I still have time ahead. 
"
1870,"So, how was your train wait today? 
"
1871,"For the first time in 41 years, nobody reached the summit of Mount Everest. 22 died.
"
1872,"Photo of Bagan by Si Thu Aung.
"
1873,"In the aftermath, questions are also being asked about how climate change may have contributed the disaster. The rise in average surface temperatures on Earth is forecasted to fuel an increase in the frequency and intensity of extreme weather events, such as heavy rain, particularly in western Japan. 
"
1874,"The effects of the weather phenomenon El Niño are already being felt in several countries in the Asia-Pacific.
"
1875,"FYI: 
"
1876,"But as a video produced by a Kazakhstan-based creative collective creative Photosafari.KZ shows, there is much more to the region than that, particularly if you are on two wheels. Enjoy! 
"
1877,"Dream map of Kon Dine Gyi.
"
1878,"Young get the tension.
"
1879,"JE: Yes we are, as we have in recent times felt its impact in our homes.
"
1880,"The Sendai zoo also provides no updates about Chacha on its web page devoted to the zoo's chimpanzee exhibit. 
"
1881,"But Islam got some bashing nevertheless. Mohamed Alaraimi wonders:
"
1882,"Image via Wikimedia Commons by FoodPlate. 
"
1883,"Photo from The New York Public Library Digital Collections.
"
1884,"“Journey to Bangladesh” uploaded a video on Youtube showing the floating markets and guava gardens in Barisal backwaters. 
"
1885,"On the evening of March 11, political commentator Naky Soto and wife of Venezuelan journalist and media activist Luis Carlos Diaz tweeted that he had been missing for five hours. 
"
1886,"Nothing like the Iconic Island Sumba project has ever been done in Indonesia, so there is no recipe for the government to follow, no budget to consult.
"
1887,"Ishimaru Tota is published in English pic.twitter.com/HuxFOa5Qo0 — WW2 in Asia (@asiainww2) April 18, 2016
"
1888,"This truck is conveying the message: Don’t lose your cool in sorrow; don’t cross your limit in happiness.
"
1889,"Other organizations have started making cheap compostable pads in India, such as the Aazadi Pads and the Anandi Pads.
"
1890,"Will the ultimate destruction of numerous animal and plant species in just a few decades be an acceptable price for economic growth? 
"
1891,"Another somewhat depressing but compelling feature of the Twitter account is that it demonstrates that the world was not taken completely by surprise by the eruption of war:
"
1892,"Then the judges chose the best five blogs for each category, before online voting was open to the public on March 3, 2016.
"
1893,"It is hard to find written documents about the Rana Tharus as they have lived in isolation, writes Bikram Rana in his blog:
"
1894,"For hours and kilometres on end, members of the community walk to the nearest borehole, then descend 30 meters into a cave-like well to fetch water for their cattle before the break of dawn.
"
1895,"Jayaraman claimed that the charges are baseless and the book is not against national unity. He also asked: 
"
1896,"The Hedgehog in the fog. (Significant composition of a Soviet-animated film-winning award to Uriy Norshin, 1975.) Photo: Abstract Stories / Vkontakte 
"
1897,"The average age of surviving spouses of soldiers killed in the war has now increased to 94. 
"
1898,"Works by Cristiano Ignoto and Galvani Galo.
"
1899,"To learn more about the language and the culture of the Kusunda people, Global Voices spoke with Gyani Maiya Sen Kusunda &#8212; one of only two fluent speakers of the dying Kusunda language. 
"
1900,"Saida Karoli, one of Tanzania’s most popular singers who stole the hearts of festival goers with her electrifying nighttime performance on February 10, spoke with raw truth about the myriad challenges she has faced as a woman in music in Tanzania, highlighting intersectional injustices as a poor, uneducated woman from the remote village of Rwongwe, in the Bukoba region of Tanzania around Lake Victoria. 
"
1901,"A Recipe for the Perfect Kyrgyz Advert: Horses, Mountain Scenery and a Beautiful Woman &middot; Global Voices
"
1902,"The tragic scene was heart-wrenching.
"
1903,"his wife was killed by and evil force and challenges the wisdom of kawashidi.
"
1904,"Farmers ask questions which are translated and shared with farmers in the same region and beyond. 
"
1905,"RW: Mainly it is the speed of doing things and the access to expertise that are big challenges here. The system that journals have to put articles behind paywalls is also limiting the amount of information and the speed with which research can be done. 
"
1906,"It’s not that the knowledge was hidden, but due to my exposure to mainstream culture, I had not been actively involved in the activities of my culture. 
"
1907,"Sankei Shimbun also reported that right-wing and conservative counter-demonstrators appeared in response to Yasukuni demonstrators, prompting police to separate the two groups. 
"
1908,"As the sun sets on the small Indonesian island of Sumba, Danga Beru Haba begins weaving under the glow of a single incandescent light bulb — the only one in her home.
"
1909,"Severe sandstorms have blanketed Iran's Ahwaz region again this past week, with people choking as atmospheric dust levels reach 57 times the safety limit set by the World Health Organization. In late January the news broke that citizens were crowding hospitals across the predominantly Arab region—which is desperately poor despite being home to over 95 percent of the oil and gas resources claimed by Iran—complaining of severe shortness of breath and respiratory problems. 
"
1910,"The website explains: 
"
1911,"Recently, during the time of the 15th century of the Biryani mughal empire of various parts of the ancient Indian subcontinent, it has been developed.
"
1912,"As El Niño hits the most extreme of its 12- to 18-month cycle, large swaths of Myanmar have been beleaguered by high temperatures and water shortages.
"
1913,"There's also Japan's spookiest public park. I'm not sure if it's from the person who ran the park in the past, but outside the restaurant there's a statue of a mother and child *and* a giant statue of Prince Osu, plus a statue of a wild boar. 
"
1914,"Aside from the videophone, Zara has 30 patents under his name, including a solar-energy device, a propeller-cutting machine, and an airplane engine that ran on plain alcohol as fuel. 
"
1915,"The display of brotherliness, which saw some light grappling but none of the destructive knee, kick and punch combinations for which the sport is famous, did not impress the judges, who promptly disqualified the pair.
"
1916,"After the tragedy, people remembered how the authorities have neglected the National Museum for years. The museum is managed by the public and increasingly underfunded Federal University of Rio de Janeiro (UFRJ). 
"
1917,"Spend money for honour,
"
1918,"The hike from Namche Bazaar to the Everest Base Camp (EBC) is breathtaking - and often a once in a lifetime experience. The trek through the Everest region may be harsh, but it is also full of adventure. 
"
1919,"This project is aimed at reducing persistent floods in some parts of the country and water shortages in others. 
"
1920,"Zika-linked disease is WHO emergency
"
1921,"Devidas Gaonkar, a correspondent who documents indigenous cultures in Goa, feels the same way about art, culture, and identity. 
"
1922,"And why do so many do it? Govinda Lamsal, who drives a truck, says that in a line of work that is so mechanical, these words or images are a way of showing some creative flair and personal philosophy.
"
1923,"There are plans to carry out more digs in the area, which for the time being is not accessible to the general public.
"
1924,"4. Largest solar farm in Caribbean
"
1925,"Image by Flickr user Jana Reifegerste.
"
1926,"In January 2017, anonymous BWA officials told Barbados Today that the country's waste system was on the verge of collapse. These same BWA officials also confirmed allegations by Mia Mottley, the country's opposition leader, that the government had turned down offers to finance the rehabilitation of faulty diffusers and the construction of a proper sewage system for the west coast. 
"
1927,"Dhaka's roads are packed with rickshaws in all hues, contributing to its traffic woes. Image by Kazi Minhazur Rahman used under Creative Commons license. 
"
1928,"The ""Village Book"" is a document that contains information generated through community deliberations. It has a social map, seasonal calendar, and problem tree which explains the current situation of the village from the point of view of the residents. 
"
1929,"Hindus of Malabar Coast. Photo from The New York Public Library Digital Collections. 
"
1930,"After seeing plastic waste was a growing problem throughout the country, he devised a method for converting recycled, shredded plastic waste into flexible, long-lasting roadways: 
"
1931,"Hong Kong is notorious for its crowded living conditions and the high cost of residential housing. Generations of housing policies have promised improvements in living standards, but are yet to deliver. 
"
1932,"The environmental problem is caused by different factors, including the El Niño weather phenomenon, a rise in the number of car parks, and the geographic location of the city itself (located in a valley) which causes the smog to stay trapped between the mountains.
"
1933,"Once feedback is generated, it is then sent back to the person who asked the question.
"
1934,"Despite massive advances in technology, the majority of farmers in Africa do not know how to use a smart phone.
"
1935,"The Global Voices community stands in solidarity with Luis Carlos, his family, and all other independent journalists working to hold power to account in Venezuela. 
"
1936,"Budget of the National Museum from 2013 to 2018. Analyze yourselves and draw your own conclusions. 
"
1937,"The smoke from burning sugar cane is thick and heavy due to the dense sugar and alcohol content; instead of drifting upward it blows across the land, causing severe and sometimes fatal respiratory and skin problems among the population. 
"
1938,"This picture of the orchid was clicked four days ahead of the 1st Baishakh, the first day of the New Year. 
"
1939,"The machine can produce up to 250 pads a day, which cost about 2.5 rupees (US $0.04) each.
"
1940,"Right now in the Flat bridge area, the water is as high as the stop light 
"
1941,"""Japanese Recruits Just Off the Transport."" (source) 
"
1942,"The IIF and our partners launched an opposition campaign that successfully fought this idea for 3 years until the Jamaican government finally bowed to public pressure. 
"
1943,"Parts of the desert kingdom of Saudi Arabia are experiencing snowfall &#8212; and netizens are rushing online to document it.
"
1944,"Holboellia latifolia is a fantastic evergreen climber if you want to cover a wall or pergola quickly. … What makes Holboellia especially desirable is the insignificant but deliciously scented flowers which appear in early spring and last for many weeks. The greenish male flowers and the pink female flowers appear in clusters along the twining stems. 
"
1945,"Internet users can download the design for free and make an Eco-Cooler at home. 
"
1946,"RL: It is a small part of the population which think this. 
"
1947,"In this episode, we featured Creative Commons-licensed music from the Free Music Archive, including songs by Blue Dot Sessions called Ray Gun – FasterFasterBrighter and Under Suspicion by Lee Rosevere. 
"
1948,"Cage homes, rooms diced up or subdivided with boards, and the like, used to be the last resort of the city’s poorest. But nowadays even dice-sized apartments can be packaged for the luxury market, as people have become desensitized to the absurdity and have resigned themselves to even more cramped living spaces at unaffordable prices. 
"
1949,"The Manacapuru alley, located in Jardim Cumbica in a Guarulhos city neighborhood within greater São Paulo, was filled with graffiti during the Atac Gathering, a meeting of local artists.
"
1950,"We drink Mountain Dew soda and eat rice and vegetables.
"
1951,"The Collective Wage Agreement – between trade unions and Regional Plantation Companies – was recently signed, which set the daily basic wage at Rs. 700 (US$ 3.90). 
"
1952,"Twitter account WorldWar2 in Asia aims to provide a live-tweet retrospective of the war in Asia. It's also an excellent source of rare and surprising photos. 
"
1953,"There are also some great finds documenting existing Japanese colonialism in Northeast Asia prior to the official start of hostilities in 1941. 
"
1954,"Eco-Coolers have been installed for free in thousands of homes as a part of corporate social responsibility program in villages in Nilphamari, Daulatdia, Paturia, Modonhati, and Khaleya across Bangladesh.
"
1955,"Rest in peace Stephen 
"
1956,"Although palm trees are capable of surviving in harsh desert heat, they need water and the lack of any fresh water and the salinity of the remaining water supply means those in Ahwaz are dying off. 
"
1957,"Screenshot of some of the photos found under the hashtag on Instagram. 
"
1958,"Imam says: I found proof of Jharkhand’s adivasis’ indigeneity in their art, the caves in the region bear similar art from thousands of years ago. For indigenous communities to claim their rights, we have to establish that they have been living on the land historically. 
"
1959,"And journalist Mohamed El Dahshan still wants to see justice met. 
"
1960,"PHOTO: Shamli071 via Wikimedia Commons. 
"
1961,"The Eco-Cooler is made of cardboard and used plastic bottles, which are ubiquitous in Bangladesh. 
"
1962,"“The team of doctors continued their visits until all the children recovered. 
"
1963,"What started in Mashhad, Iran, has now spread to China and Pakistan.
"
1964,"Reflecting on the story, Barbara Thomson remarked:
"
1965,"Make Love Not Scars also offers vocational training, workshops in what Sharma calls ""life coping skills,"" legal advice, and mental health services.
"
1966,"Officials vow to provide immediate aid to residents experiencing water shortages.
"
1967,"The original Kabakrou soap is a hard, ball-shaped soap usually made from palm oil and caustic soda mixed with water. 
"
1968,"While Disrupt Africa listed WeFarm as one of the Startups to look out for in 2016. 
"
1969,"This money has funded programs for clean water and for producing organic fertilizer from local livestock manure, which can also be sold.
"
1970,"Nepalese Hindu devotees at Sali Nadi (River) observing Swasthani Vrata Katha and Madhav Narayan festival in Sankhu, Nepal. Image by Sunil Sharma. Used with permission. 
"
1971,"During the Inca empire, also known as Tawantinsuyo, ancient Peruvians developed a broad network of roads and bridges so the extensive territory could communicate. 
"
1972,"The Fort Worth, Texas-based International Iguana Foundation shared on Facebook: 
"
1973,"Used with permission.
"
1974,"Photo: Nebojsha Gelevski/Ohrid SOS, used with permission.
"
1975,"According to the US Embassy air pollution tracker in New Delhi, the levels of PM2.5 (fine particulate matter) reached 703 on November 7, 2017, which is far above 300, the mark when air is deemed as hazardous. The World Health Organization says sustained exposure to high levels of PM 2.5 can cause respiratory diseases, inflammation of the lungs, and even heart problems. 
"
1976,"There are bookmarks that seem to somehow match the book they were found in: 
"
1977,"According to the International Association of Currency Affairs, Colombian coins were the world's most beautiful in 2013. 
"
1978,"Internet users can download the design for free and make an Eco-Cooler at home.
"
1979,"There was a paper in my second-hand book with a mysterious code on it... I'm seriously scared. 
"
1980,"Majoritarian views and popular views cannot dictate constitutional rights. LGBT community possesses human rights like all other sections of society. Equality is the essence of the constitution. 
"
1981,"Vaccines to prevent the diseases have been available since the 1960s and globally, 120 countries have included the mumps vaccine in their national immunisation schedule. 
"
1982,"On forgiveness: 
"
1983,"In another video, Olelesaggy travels by bus from the Japan Sea castle town of Kanazawa up the west coast of the wild and remote Noto Peninsula, a trip of about 100 kilometers. 
"
1984,"How much does the news media cover scientific advances in Latin America? The bloggers at the online project Ciencia latina (""Latin Science"") say it's not enough.
"
1985,"The Egyptian Hijacker has been declared as ""mentally unstable"" rather than a ""Muslim terrorist"" 
"
1986,"Photo by Priscila Gomes/Mural Agency Anhanguera District, northern São Paulo
"
1987,"The reason for that, as learned by RFE/RL and a host of local Kazakh news websites, was that the two Kazakhs did not want to harm one another.
"
1988,"Credit to New York Public Library, Now India's past days at the click of the mouse
"
1989,"By Thursday evening it was reported that some regions had already received more than 400 mm of precipitation over the previous 72 hours, or double the annual rainfall. But more was on the way. 
"
1990,"What Do People Tweet While Waiting for the Train to Go By? 
"
1991,"Annual Ceremony of Redheads in Ireland.Photo: Abstract Stories / Vkontakte 
"
1992,"This article says:
"
1993,"Zica is around us as well as US CDC (Disease Control and Prevention Center) is continuing consultation with its disastered countries. Unfortunately, many are not informing that the disease-causing disease is taking place in adolescents too. 
"
1994,"Miyagi has been able to rehabilitate 93 per cent of affected farmland, while just 66 per cent of farmland in Iwate and less than 50 per cent of farmland affected by the disaster in Fukushima has returned to use. 
"
1995,"Here's the fowl
"
1996,"Photo by Thaís Santana/Mural Agency
"
1997,"The OyeJuanjo blog, which is run by the young Peruvian journalist Juanjo Dioses and is known for sharing educational texts and resources, combined in a single post 70 free and downloadable pdf format works in Spanish that study and discuss different phenomenons through two lenses: feminism and culture. 
"
1998,"Between 5500 - 6100 meters, there is a tear of ice cream.
"
1999,"Medellín, which has historically held the nickname of ""City of Eternal Spring,"" was quickly and sarcastically renamed by web usersín, ""hollín"" meaning ""soot"" in English. 
"
2000,"Through the window, their old neighborhood still looks like a bombed-out war zone. 
"
2001,"The extreme drought is reported to be the worst in the past 50 years. 
"
2002,"Considering this, Setsu Kurokawa's proficiency in Ainu is relatively high.
"
2003,"The sausage vine plant, a huge hit among gardeners in the United Kingdom (U.K.), originates from the jungles of Nepal, yet it remains in relative obscurity there due to lack of awareness and proper promotion. 
"
2004,"With heavy tripods, cameras and other filming equipment, we headed to Gyani Maiya Sen’s house in Kulmor village in Nepal’s Dang district. 
"
2005,"Hiroshima, another mountainous prefecture that neighbors Okayama to the west, made headlines due to numerous landslides that buried dozens of people alive. 
"
2006,"Now foreign visitors are coming because of the political change and it's time for you to show the beauty of the country to the world by being clean and organized.
"
2007,"Used on Chai-Khana.org. 
"
2008,"Lago Azu, southern area of the city.
"
2009,"""It was hard to get people to believe in our vision, because, at the end of the day no one wants to trust individuals that young with their money.""
"
2010,"I am specifically talking about the drought of 2015, which left many households without running water, made us think more about our food security and helped improve the conditions for certain virus-carrying mosquitos to breed.
"
2011,"Maybe that’s why I decided to become a cartoonist? 
"
2012,"But the strength of the translation and the skill of a literary translation is how well you know the target language, not really how well you know the source language.""
"
2013,"We see campaigns across the country to increase awareness among women to use hygienic sanitary pads, but there is no affordable and good quality pad in the country.
"
2014,"Photo courtesy of the artist, published with permission. 
"
2015,"New rock paintings found in Machu Picchu.
"
2016,"Photo courtesy of the Wall of Kindness Pakistan Facebook page.
"
2017,"Shreesha is a bright, confident eighth grader, but she finds it hard to study with the never-ending construction noise across the street. 
"
2018,"As the reality of climate change dawns on us, we watched the 21st Conference of Parties in Paris hoping that the negotiations would be fruitful. 
"
2019,"Now, this former child soldier from rural Nepal is one of the top long-distance, high-elevation mountain runners in the world. 
"
2020,"As for Lahore, people took to Twitter to spread the word.
"
2021,"Born in the tumultuous years of the British reign in India, Mahasweta Devi grew up in a family of artists, poets and social activists leading Bengal's literary movement (Kallol) at the time.
"
2022,"The ""Village Book"" is a document that contains information generated through community deliberations.
"
2023,"Attempts to bypass this common and time-consuming obstacle are often more hassle than waiting. 
"
2024,"Her dream? By then, survivors will have gained the tools to live productive, independent lives — and acid attacks will have all but disappeared from the cultural sphere.
"
2025,"Check out an excerpt of ""The Vegetarian"" here:
"
2026,"'Revolution' in India and Nepal 
"
2027,"The reason why there is demand for locally conducted medical research is two-fold: Firstly, global health currently does not have the range of medicines and vaccines required to tackle the health issues specific to the African continent. Diseases such as AIDS, tuberculosis, and malaria have a greater detrimental impact on the poorest countries of Africa and a lack of investment in products targeting these diseases by pharmaceutical companies is a major problem. 
"
2028,"It would be naive to think Google’s efforts will change attitudes and rectify India’s sanitation troubles altogether, especially since nearly 900 million Indians don’t have access to the internet, which is necessary to view the map. 
"
2029,"Pax Jones told the Huffington Post that the campaign is ""meant to be an inclusive space"":
"
2030,"However, Gyani Maiya fears whether her granddaughter Rakshya will ever speak her mother tongue and keep the tradition alive. 
"
2031,"Please donate the clothes and shoes that you don't use anymore.
"
2032,"Rajput Clan (1868 - 1875). Photo from The New York Public Library Digital Collections. 
"
2033,"The royal hunt has been documented in 50 photographs from an album donated to The Australian National University.
"
2034,"Area will be mentioned later.
"
2035,"Yes hundreds will probably return next spring to attempt Everest. 
"
2036,"Alan Arnett explained:
"
2037,"For this reason, the animated adaptation of Dijaawa Wotunnöi aims to preserve the oral aspects of the Yekuana language through the audiovisual format. 
"
2038,"Mass Community Health Teaching in Accham, Nepal - Sunita showing how to make a cloth pad.
"
2039,"Below is another mural in Guarulhos city, this time on the walls of a school in Bartolomeu de Carlos Avenue, located in Jardim Flor da Montanha neighborhood. 
"
2040,"""I want to transfer the chance I got to my little sisters in Nepal. I want to help them learn what I learned and reach where I am today,"" she says. 
"
2041,"A tiger crossing a stream.
"
2042,"A trainer showing a farmer how to use the SMS Platform. Photo coutersy of WeFarm 
"
2043,"His friends helped him attract his first subscribers, sharing “abstract stories” in their own Vkontakte groups.
"
2044,"GV: Does the remoteness of the Rupununi restrict your efforts? 
"
2045,"A non-rectangular football field? Well, if there’s no available space, why not? 
"
2046,"With just 52 tweets so far, 27-year-old Aoyagi is a relative newcomer to Twitter, so her ""biang"" tweet was truly a sudden viral sensation. Born in Osaka, Aoyagi says in her official bio that she started learning Japanese calligraphy from the age of four from her grandmother. 
"
2047,"Nepalese Hindu devotees receiving jal at the bank of Bagmati River during Swasthani festival. Image by Archana Shrestha. Used with permission.
"
2048,"GIF of ancient Greek goddess made by Nina Peille.
"
2049,"In a thread that went viral on Twitter, one Akira fan took a close look at what made the movie's animation so compelling: 
"
2050,"A country where the people looked for honest jobs and did not have to hurt or even take the lives of others to earn their bread, a country where neither albinos nor bald people were hunted for dark practices or “black magic” aimed at easy enrichment. 
"
2051,"The key, according to Smith, was really knowing English and how to use it to recreate the Korean novel's style and voice. 
"
2052,"Increasingly, people are wondering why, in a country used to sudden torrential rains, the death toll has been so high. In Okayama Prefecture, which has so far experienced the highest number of deaths over the past week, the risk of flooding is said to have been known in advance. 
"
2053,"RL: I grew up with the Apollo programme and it was that which inspired me a lot. I wanted to be an astronaut, at first, but I saw that I was a woman, Brazilian, and very short-sighted. So, really, it was not going to happen. 
"
2054,"P K Sherpa poses for a picture at the Khumbu Icefall. Used with permission. 
"
2055,"The American University of Central Asia that opened the doors to its new campus in 2015 was the first private company to introduce geothermal heating in the Central Asian region. 
"
2056,"The buzzword in our market these days is ""entrepreneur"", and I find many of my students and young people casually throwing that term around. 
"
2057,"Plus, with literature, direct translations don't always work best.
"
2058,"Laguna Lake is also shown at the right side of the satellite image.
"
2059,"Her work is known for its Oriental themes.
"
2060,"It is also an increasingly popular theme in fashion, with rickshaw motifs now found on saris, shalwar kameez and kurtis. 
"
2061,"While emergency services worked hard to bring things back to normal, one government agency and the National Water Commission celebrated with cheerful music: 
"
2062,"RW: Basic infrastructure is not up to developed country standards and it costs a lot to get uninterrupted power, water, and Internet. Supplies are expensive and take months to be imported from other countries. 
"
2063,"To try to do something concrete on this story, Abdoulaye Bah, the author of this post, supported by a large group of activists, readers and specialists, is launching a petition that we ask you to sign: 
"
2064,"Nearly every country on the planet has seen an increase in life expectancy since the beginning of the 21st century, with the global average reaching 71.4 years in 2015. But there are huge variations in life expectancy between and within nations, as well. 
"
2065,"No one is sure just how much money or effort it will take to get electricity to everyone on Sumba, especially to those located in the most isolated areas.
"
2066,"Any plans of distributing masks to slum kids now?
"
2067,"Today's visit
"
2068,"More than one online story about the evictions has been taken down as tensions have risen.
"
2069,"White color shows peace 
"
2070,"Be extremely careful 
"
2071,"Faced by cold weather, Iranians began outdoor charity drives for the homeless and needy by building ""walls of kindness.""
"
2072,"The tea estate workers have been calling for an increase in their daily basic wage to Rs. 1000 (US$ 5.50) for years. 
"
2073,"For their part, the Shah dynasty's rule came to an end in 2008. 
"
2074,"There are also many efforts by other organizations to fight against TB in India. 
"
2075,"Via Aina Rakotoson on Facebook Tragically, all the jokes about pineapple came a few days after tragedy struck the country's independence day ceremony.
"
2076,"Used with permission.
"
